cod_tienda,sku_a,sku_b,boletas,soporte,confianza_a_b,confianza_b_a,lift,desc_a,desc_b
SEREN,134564,134565,8,0.00016,0.4,0.32,802.72,DISCO LIJA P/MADERAS 125MM G240 PACK5 BOSCH,DISCO LIJA P/MADERAS 125MM G320 PACK5 BOSCH
RENAC,9160,9161,6,8e-05,0.4,0.1579,802.295,AUTOMATICO MONOFASICO 10A LEGRAND 6KA 03384,AUTOMATICO MONOFASICO 16A LEGRAND 6KA 03386
PMONT,137467,137468,5,8e-05,0.25,0.25,800.812,TIRAFONDO  1/4 X 1.1/2 BOLSA 10 UN.,TIRAFONDO 1/4 X 2 BOLSA 10 UN.
RENAC,92282,93709,5,7e-05,0.0735,0.7143,800.609,ABRAZADERA TUBO 80 (10) P25 MARRON,CODO 45º M - H (10) P25 MARRON
VESPU,142435,142442,9,0.00022,0.2368,0.75,800.368,CODO PVC SANITARIO GRIS 40MM,CURVA PVC SANITARIO GRIS 40MM
RANCA,120397,120870,13,0.00027,0.3095,0.6842,797.952,LAVAMANOS CORONA ACUACER,TAZA WC A PISO 30 CM CORONA LAGUNA
MAIPU,146543,146581,5,0.0001,0.2273,0.3571,797.435,TEE FUSION PPR 20MM CCS,CODO 90 TRANS HI FUSION PPR 20X1/2 CCS
MAIPU,142429,142437,5,0.0001,0.4545,0.1786,797.435,COPLA PVC SANITARIO GRIS 75MM,CODO PVC SANITARIO GRIS 75MM
TALCA,100637,79813,6,0.00015,0.4,0.3,794.84,ABRAZADERA TUBO 80 (10) P25 BLANCO,TAPA ACCESORIO UNIV P25 BLANCO
RENAC,126535,145302,10,0.00013,0.3125,0.3333,793.938,MANILLA GOLA MEDIA C ALUMINIO  3MTS KUTZ,CONECTOR GOLA SAMBEAT SET KUTZ
RENAC,154731,154743,5,7e-05,0.0833,0.625,793.938,FUENTE ALIMENTACION METALICA 12V 36W 3A-INTERIOR,CINTA LED 12V 12W/M BLCO FRIO 60 LEDS/M-5M-SEC
SEREN,142440,142450,6,0.00012,0.3,0.3158,792.158,COPLA PVC SANITARIO GRIS 50MM,REDUCCION PVC SANITARIO GRIS 50X40MM
PMONT,140883,140884,11,0.00017,0.3333,0.4074,790.926,CODO SO SO BRONCE 1/2 GAS,TERMINAL SO HE BRONCE 1/2 GAS
SEREN,147057,147079,15,0.0003,0.4412,0.5357,790.494,MELAMINA CARBON ULTRA MATTE 15MM 1.83 X 2.50 VESTO,"TAPACANTO PVC CARBON ULTRA MATTE 22X0,45MM RO 25MT"
TALCA,142436,142443,7,0.00018,0.2188,0.6364,790.324,CODO PVC SANITARIO GRIS 50MM,CURVA PVC SANITARIO GRIS 50MM
PMONT,146516,146644,17,0.00027,0.5667,0.3696,789.207,TUBO CLASE 16 PRESION 20MM PARA CEMENTAR 3MT,CODO PRESION 20 MM     UNID
TALCA,100666,95255,20,0.0005,0.9524,0.4167,788.532,TAPA ACCESORIO UNIV P25 MARRON,CANALETA LARGO 4 MT (10) P25 MARRON
MAIPU,146522,146543,12,0.00024,0.3529,0.5455,788.053,TUBO FUSION PPR 20MM X 3MT PN-16,TEE FUSION PPR 20MM CCS
MAIPU,146543,146570,6,0.00012,0.2727,0.3529,788.053,TEE FUSION PPR 20MM CCS,TERMINAL HI FUSION PPR 20X1/2 CCS
MAIPU,6329,84227,5,0.0001,0.2083,0.3846,787.212,CORREDERA DUCASSE COLGANTE D-100    100KG (SET),RIEL COLGANTE U 29 N 600 (DN80-D100)
PMONT,83275,83964,10,0.00016,0.2703,0.4545,787.039,MOLDURA PVC 100 X 50 TIRA 2MT,TAPA FINAL CANALETA 100 X 50
MAIPU,140884,9252,7,0.00014,0.3043,0.3684,786.851,TERMINAL SO HE BRONCE 1/2 GAS,ABRAZADERA COBRE 1/2
PMONT,137895,137899,27,0.00042,0.7105,0.4655,784.825,CUÑA NIVELADORA INSTALACION PORCELANATOS 100 UN,NIVELADOR PARA SISTEMA NIVELACION 100 UND
SEREN,152741,153610,9,0.00018,0.25,0.5625,783.906,"MELAMINA ARCILLA 15MM 1,83 X 2,50 VESTO","TAPACANTO PVC ARCILLA 22X0,45MM RO25MT"
SEREN,142440,142443,5,0.0001,0.25,0.3125,783.906,COPLA PVC SANITARIO GRIS 50MM,CURVA PVC SANITARIO GRIS 50MM
VESPU,144302,144767,5,0.00012,0.3846,0.25,779.846,MELAMINA TORI SW 18MM 1.83 X 2.50 VESTO,"TAPACANTO PVC TORI SW 22X0,4MM RO25MT"
MAIPU,125412,125413,10,0.0002,0.5556,0.2857,779.714,ANGULO INTERIOR  CANALETA 20 X 10 PACK 2UN,ANGULO PLANO  CANALETA 20 X 10 PACK 2UN
MAIPU,3200,8398,5,0.0001,0.2381,0.3333,779.714,TEE PRESION 20MM,TUBO CLASE 16 PRESION 20MM PARA CEMENTAR 6MT
TALCA,100648,100651,26,0.00065,0.6667,0.7647,779.255,GANCHO TRADICIONAL P25 BLANCO,TAPA CANALETA UNIV (10) P25 BLANCO
PMONT,25626,86577,8,0.00012,0.5714,0.1702,778.906,"AUTOMATICO MONOFASICO 20A LEXO 6KA ""C""",DIFERENCIAL 2X25A 30MA LEXO
PMONT,146482,146644,19,0.0003,0.5588,0.413,778.283,TEE PRESION 20MM,CODO PRESION 20 MM     UNID
SEREN,737,738,8,0.00016,0.6667,0.186,777.829,MASILLA MAGICA MARSON LIVIANA S/CATAL 350M,ENDURECEDOR MARSO CREMA 28GR
MAIPU,146532,146543,8,0.00016,0.3478,0.3636,776.632,CODO 90° FUSION PPR 20MM CCS,TEE FUSION PPR 20MM CCS
VALPA,4835,82695,6,0.00022,0.375,0.4615,775.24,MALLA CUADRADA TIPO 5014 ROLLO 1.80X25MT (6015),GRAPA CORRIENTE  1 BOLSA 1 KILO
RENAC,100199,100201,12,0.00016,0.2034,0.6,775.098,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM BLANCO 100M,CABLE EVA LIBRE HALOGENO H07Z1-K 1.5MM VERDE 100MT
PMONT,142576,142591,10,0.00016,0.4348,0.2778,773.732,CODO 90 TRANS HI FUSION PPR 20X1/2 CCS,TEE FUSION PPR 20MM CCS
PMONT,146526,146533,11,0.00017,0.4583,0.2895,772.714,COPLA SIMPLE FUSION PPR 25MM CCS,CODO 90° FUSION PPR 25MM CCS
RENAC,154722,154724,5,7e-05,0.1923,0.2632,771.437,BARRA RIGIDA 220V 6W BL/NEUTRO 540LM 72 LEDS 40CM,BARRA RIGIDA 220V 7W BL/NEUTRO 630LM/ 72 LEDS 80CM
PMONT,142583,142591,13,0.0002,0.4333,0.3611,771.153,COPLA SIMPLE FUSION PPR 20MM CCS,TEE FUSION PPR 20MM CCS
TALCA,146543,146564,8,0.0002,0.3478,0.4444,767.961,TEE FUSION PPR 20MM CCS,TERMINAL HE FUSION PPR  20X1/2 CCS
RANCA,75344,76724,5,0.0001,0.625,0.125,765.344,LAM. PF8 ALUMINA 2103 BR 122 X 306,LAM. RECTA F6 BLANCO 2112 BR 122 X 306
RANCA,79056,84225,5,0.0001,0.3125,0.25,765.344,CORREDERA DUCASSE DN-80   SR,RIEL COLGANTE U 100 I 200 DUCASSE
MAIPU,146522,146570,9,0.00018,0.2647,0.5294,764.875,TUBO FUSION PPR 20MM X 3MT PN-16,TERMINAL HI FUSION PPR 20X1/2 CCS
MAIPU,5547,5552,5,0.0001,0.3571,0.2174,762.764,LIJA AGUA GRANO 220 PLIEGO,LIJA AGUA GRANO 400 PLIEGO
RENAC,100201,100266,9,0.00012,0.45,0.2,762.18,CABLE EVA LIBRE HALOGENO H07Z1-K 1.5MM VERDE 100MT,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM VERDE 100MT
RENAC,119039,147149,8,0.0001,0.32,0.25,762.18,"TAB. ESTRUCTURAL C 2X4X12X0.85X2,5MT 90X38",TAB. CANAL ESTRUCTURAL U 2X4X0.85X3MT 92X30
RENAC,140614,7471,7,9e-05,0.25,0.28,762.18,COPLA TUBO RIGIDO EMT 20MM,CAJA SCHUKY METALICA
RANCA,139403,16413,10,0.0002,0.3571,0.4348,760.59,SOPORTE BARRA REDONDO CAFE BOLSA 10 UN.,BARRA CLOSET PLASTICA 1.5 MTS .CAFE UNID
SEREN,127904,127908,8,0.00016,0.3333,0.3636,760.152,RUEDA POLIURETANO TRANS. 50MM SIN FRENO 40KG,RUEDA POLIURETANO TRANS. 50MM CON FRENO 40KG KUTZ
TALCA,100651,79813,13,0.00033,0.3824,0.65,759.774,TAPA CANALETA UNIV (10) P25 BLANCO,TAPA ACCESORIO UNIV P25 BLANCO
RANCA,142579,142606,5,0.0001,0.2632,0.2941,758.235,CODO 90° FUSION PPR 20MM CCS,TUBO FUSION PPR 20MM X 3MT PN-16
MAIPU,140895,6766,5,0.0001,0.5556,0.1389,758.056,UNION AMERICANA SO SO BRONCE 1/2 GAS,CAÑERIA COBRE L 1/2 X 6.0 MT GAS
TALCA,100662,100667,6,0.00015,0.6667,0.1714,756.99,GANCHO INVISIBLE (50)  P25 MARRON,TAPA CANALETA UNIV (10) P25 MARRON
TALCA,100654,100666,18,0.00045,0.4,0.8571,756.99,BAJADA CEMENTAR (10) P25 MARRON,TAPA ACCESORIO UNIV P25 MARRON
TALCA,24118,80727,10,0.00025,0.6667,0.2857,756.99,ESQUINERO DVP EXTERNO BLANCO TIRA 3.0 MTS.,PERFIL J  RIGIDO DVP BLANCO 3.8 MTS.L
TALCA,100666,100667,14,0.00035,0.6667,0.4,756.99,TAPA ACCESORIO UNIV P25 MARRON,TAPA CANALETA UNIV (10) P25 MARRON
TALCA,100653,79813,8,0.0002,0.381,0.4,756.99,UNION CANALETA (10) P25 BLANCO,TAPA ACCESORIO UNIV P25 BLANCO
TALCA,100637,100653,6,0.00015,0.4,0.2857,756.99,ABRAZADERA TUBO 80 (10) P25 BLANCO,UNION CANALETA (10) P25 BLANCO
TALCA,100637,100639,10,0.00025,0.6667,0.2857,756.99,ABRAZADERA TUBO 80 (10) P25 BLANCO,BAJADA CEMENTAR (10) P25 BLANCO
RENAC,12418,146501,5,7e-05,0.3571,0.1389,756.131,SALIDA ESTANQUE PRESION 25MM      UNID,TUBO CLASE 10 PRESION 25MM PARA CEMENTAR 1MT
PMONT,129828,129829,13,0.0002,0.4483,0.3421,755.758,"LIJA BANDA 4 X  24""  G 60 MAD-MET PACK3 MAKITA","LIJA BANDA 4 X  24""  G 80 MAD-MET PACK3 MAKITA"
SEREN,733,738,11,0.00022,0.6471,0.2558,754.952,MASILLA MAGICA MARSON TRADICIONAL S/CATAL 350M,ENDURECEDOR MARSO CREMA 28GR
PMONT,149494,149495,5,8e-05,0.2,0.2941,753.706,TIRADOR INOX NEGRO MATE UU86 192MM KUTZ,TIRADOR INOX NEGRO MATE UU86 320MM KUTZ
RANCA,11571,26496,21,0.00043,0.3231,1.0,753.569,TUERCA COCINA  1/4 HEXAGONAL 100 UNIDADES,PERNO COCHE 1/4 X 1.1/4 - 100UNDS
RANCA,112746,130986,8,0.00016,0.4,0.3077,753.569,MELAMINA LINO SOFTWOOD 15MM 1.83 X 2.50 MASISA,"TAPACANTO PVC LINO / LINO CANCUN 22X0,45 RO 25MT"
RANCA,11571,4491,14,0.00029,0.2154,1.0,753.569,TUERCA COCINA  1/4 HEXAGONAL 100 UNIDADES,PERNO COCHE 1/4 X 1.1/2 - 100UNDS
RANCA,100642,79364,10,0.0002,0.7692,0.2,753.569,CODO 45º M - H (10)P25 BLANCO,TUBO BAJADA D 80X3MT (3) P25 BLANCO
VESPU,113030,128689,6,0.00015,0.3158,0.3529,753.288,MELAMINA LARICINA SOFTWOOD 18MM 2.50 X 1.83 MASISA,"TAPACANTO PVC LAVARE - LARICINA 22X0,45MM RO 25MT"
RENAC,6329,84225,6,8e-05,0.1875,0.3158,752.151,CORREDERA DUCASSE COLGANTE D-100    100KG (SET),RIEL COLGANTE U 100 I 200 DUCASSE
MAIPU,139681,139684,6,0.00012,0.8571,0.1071,751.867,COPLA CONDUIT 16MM 10UN,CURVA CONDUIT 90º 16MM 10UN
TALCA,100655,92282,9,0.00023,0.5294,0.3214,751.424,CODO 45º H - H (10) P25 MARRON,ABRAZADERA TUBO 80 (10) P25 MARRON
RENAC,149403,149587,8,0.0001,0.2759,0.2857,750.916,"MELAMINA JADE VV 15MM 1,83 X 2,50 VESTO","TAPACANTO PVC JADE 22X0,45MM RO 25 MT"
PMONT,144347,155073,10,0.00016,0.1639,0.7143,750.176,CUBIERTA FINTOP 366X62X3CM CEMENTO-06F R°3,TAPACANTO CUBIERTA FINTOP 5ML CEMENTO-06F
PMONT,142576,142596,7,0.00011,0.3043,0.2692,749.925,CODO 90 TRANS HI FUSION PPR 20X1/2 CCS,TERMINAL HE FUSION PPR  20X1/2 CCS
PMONT,146515,146717,7,0.00011,0.2917,0.28,747.425,TUBO CLASE 16 PRESION 20MM PARA CEMENTAR 1MT,TERMINAL HI PRESION 20X1/2 UNID
RENAC,125411,125415,6,8e-05,0.1765,0.3333,747.235,ANGULO EXTERIOR  CANALETA 20 X 10 PACK 2UN,DERIVACION T  CANALETA 20 X 10 PACK 2UN
SEREN,123689,6133,5,0.0001,0.2083,0.3571,746.577,CAÑERIA COBRE M 1/2 X 1.0 MT AGUA,CODO SO HI BRONCE 1/2
TALCA,92283,93706,15,0.00038,0.8824,0.3191,746.095,COPLA BAJADA 80 MM (10) P25 MARRON,TUBO BAJADA D 80X3MT (3) P25 MARRON
MAIPU,83275,83964,7,0.00014,0.2121,0.5,744.273,MOLDURA PVC 100 X 50 TIRA 2MT,TAPA FINAL CANALETA 100 X 50
MAIPU,112374,130990,6,0.00012,0.5,0.1818,744.273,MELAMI NOGAL CENIZA SOFTWOOD 15MM 1.83 X 2.50 MASI,"TAPACANTO PVC NOGAL CENIZA 22X0,45MM RO 25MT"
MAIPU,146543,146564,6,0.00012,0.2727,0.3333,744.273,TEE FUSION PPR 20MM CCS,TERMINAL HE FUSION PPR  20X1/2 CCS
TALCA,149405,149576,7,0.00018,0.3182,0.4118,743.834,"MELAMINA BOURBON MT 15MM 1,83 X 2,50 VESTO","TAPACANTO PVC BOURBON 22X0,45MM RO 25 MT"
RENAC,146566,146578,5,7e-05,0.2632,0.1852,742.865,TERMINAL HE FUSION PPR 25X1/2 CCS,CODO 90 TRANS HE FUSION PPR 25X1/2 CCS
VESPU,120398,120870,8,0.0002,0.3478,0.4211,742.371,PEDESTAL LAVAMANOS CORONA ACUACER,TAZA WC A PISO 30 CM CORONA LAGUNA
RANCA,737,738,9,0.00018,0.5,0.2727,742.152,MASILLA MAGICA MARSON LIVIANA S/CATAL 350M,ENDURECEDOR MARSO CREMA 28GR
PMONT,125419,83276,5,8e-05,0.5556,0.1042,741.493,ANGULO PLANO  CANALETA 40 X 16  PACK 2UN,MOLDURA PVC  40 X 16 TIRA 2MT
SEREN,139680,139685,6,0.00012,0.4286,0.2069,741.429,ABRAZADERA CONDUIT PVC 20MM 15UN,CURVA CONDUIT 90º 20MM 10UN
MAIPU,120397,120870,19,0.00039,0.4222,0.6786,740.729,LAVAMANOS CORONA ACUACER,TAZA WC A PISO 30 CM CORONA LAGUNA
PMONT,149408,153021,8,0.00012,0.2424,0.381,739.567,"MELAMINA TUAREG VV 18MM 1,83 X 2,50 VESTO","TAPACANTO PVC TUAREG 22X1,5MM RO50MT"
RENAC,4466,4468,7,9e-05,0.3684,0.1842,738.956,ZINC ALUM ACANALADO 0.4X2500MM RECUB AZ-150,ZINC ALUM ACANALADO 0.4X3660MM RECUB AZ-150
RANCA,25626,86577,7,0.00014,0.4667,0.2258,737.363,"AUTOMATICO MONOFASICO 20A LEXO 6KA ""C""",DIFERENCIAL 2X25A 30MA LEXO
MAIPU,142439,152680,6,0.00012,0.375,0.24,736.83,COPLA PVC SANITARIO GRIS 40MM,TUBO PVC DRENAJE 40 MM X1000MM NEGRO SC
RANCA,120135,4492,6,0.00012,0.2857,0.3158,736.571,GOLILLA CORRIENTE 1/4 - 50 UNDS,PERNO COCHE 1/4 X 2 - 100UNDS
PMONT,139988,139991,8,0.00012,0.3333,0.2759,736.379,TIRADOR PLAST. PARTENON 96MM BLANCO BOLSA 10 UN.,TIRADOR PLAST. PARTENON 96MM NEGRO BOLSA 10 UN.
PMONT,148913,152756,6,9e-05,0.2069,0.3333,736.379,PAÑO MULTIUSO X10 - CLÁSICA,LIMPIAVIDRIOS MULTIUSO  GATILLO 500 CC
PMONT,142579,142591,19,0.0003,0.413,0.5278,735.045,CODO 90° FUSION PPR 20MM CCS,TEE FUSION PPR 20MM CCS
MAIPU,137620,3209,7,0.00014,0.5833,0.1795,734.731,TUBO CLASE 16 PRESION 20MM PARA CEMENTAR 3MT,CODO PRESION 20 MM     UNID
MAIPU,139403,16414,14,0.00029,0.359,0.5833,734.731,SOPORTE BARRA REDONDO CAFE BOLSA 10 UN.,BARRA CLOSET PLASTICA 2MT.CAFE UNID
TALCA,100639,100651,22,0.00055,0.6286,0.6471,734.726,BAJADA CEMENTAR (10) P25 BLANCO,TAPA CANALETA UNIV (10) P25 BLANCO
VESPU,144304,153035,5,0.00012,0.2174,0.4167,734.638,MELAMINA ZEN SW 18MM 1.83 X 2.50 VESTO,"TAPACANTO PVC ZEN 22X1,5MM RO50MT"
VESPU,138888,152987,5,0.00012,0.2174,0.4167,734.638,MELAMINA SEDA GIORNO 15MM 1.83 X 2.50 VESTO,"TAPACANTO PVC SEDA GIORNO 22X1,5MM RO50MT"
PMONT,146644,146649,20,0.00031,0.4348,0.5263,733.009,CODO PRESION 20 MM     UNID,COPLA PRESION 20 MM     UNID
PMONT,134915,134916,5,8e-05,0.2632,0.2174,733.009,"BROCA MADERA  6,0 X 95 MM D-07054","BROCA MADERA  8,0 X 115 MM D-07076"
RANCA,146525,146543,7,0.00014,0.3889,0.2692,732.637,COPLA SIMPLE FUSION PPR 20MM CCS,TEE FUSION PPR 20MM CCS
TALCA,103248,103254,12,0.0003,0.5714,0.3871,732.571,CLAVO CORRIENTE INCHALAM 2.1/2 CAJA 25 KILOS,CLAVO CORRIENTE INCHALAM 4 CAJA 25 KILOS
PMONT,125413,125414,6,9e-05,0.1714,0.4,732.171,ANGULO PLANO  CANALETA 20 X 10 PACK 2UN,COPLA PLANA  CANALETA 20 X 10 PACK 2UN
RANCA,119039,147149,13,0.00027,0.4333,0.4483,731.915,"TAB. ESTRUCTURAL C 2X4X12X0.85X2,5MT 90X38",TAB. CANAL ESTRUCTURAL U 2X4X0.85X3MT 92X30
TALCA,100641,100651,5,0.00013,0.625,0.1471,730.551,CODO 45º H - H (10) P25 BLANCO,TAPA CANALETA UNIV (10) P25 BLANCO
VESPU,142435,152680,13,0.00032,0.3421,0.6842,730.161,CODO PVC SANITARIO GRIS 40MM,TUBO PVC DRENAJE 40 MM X1000MM NEGRO SC
RANCA,137895,137899,19,0.00039,0.6552,0.4318,729.356,CUÑA NIVELADORA INSTALACION PORCELANATOS 100 UN,NIVELADOR PARA SISTEMA NIVELACION 100 UND
PMONT,136241,2858,5,8e-05,0.2273,0.25,728.011,SIKA LATEX BOT 1 LT,SIKADUR 32 SIKA 1 KG      JUEG
PMONT,134561,134564,9,0.00014,0.2727,0.375,728.011,DISCO LIJA P/MADERAS 125MM G80 PACK5 BOSCH,DISCO LIJA P/MADERAS 125MM G240 PACK5 BOSCH
MAIPU,143831,143833,14,0.00029,0.3256,0.6364,726.964,MACHO VOLANTE 10A 2P+T RECTO NEGRO FANTON,HEMBRA VOLANTE 10A 2P+T NEGRA FANTON
TALCA,100661,93706,6,0.00015,0.8571,0.1277,724.778,ESQUINERO EXT/INT P25 MARRON,TUBO BAJADA D 80X3MT (3) P25 MARRON
TALCA,92282,93706,24,0.0006,0.8571,0.5106,724.778,ABRAZADERA TUBO 80 (10) P25 MARRON,TUBO BAJADA D 80X3MT (3) P25 MARRON
PMONT,127912,13962,5,8e-05,0.3846,0.1471,724.717,RUEDA POLIPROPILENO NEGRA 50MM SIN FRENO 35KG KUTZ,RUEDA GOMA GIRATORIA ZINC C/PLACA 50MM
RANCA,149408,149583,5,0.0001,0.3846,0.1923,724.586,"MELAMINA TUAREG VV 18MM 1,83 X 2,50 VESTO","TAPACANTO PVC TUAREG 22X0,45MM RO 25 MT"
VESPU,74678,74679,5,0.00012,0.25,0.3571,724.143,TABLERO PINO FINGER 18MM 1.02 X 2.44,TABLERO PINO FINGER 30MM 1.02 X 2.44
TALCA,146562,146596,8,0.0002,0.1818,0.8,722.582,CODO PVC SANITARIO GRIS 50MM,CURVA PVC SANITARIO GRIS 50MM
PMONT,146649,146705,9,0.00014,0.2368,0.4286,722.538,COPLA PRESION 20 MM     UNID,CODO HI PRESION 20X1/2     UNID
MAIPU,142434,142456,8,0.00016,0.25,0.4706,722.382,CODO PVC SANITARIO GRIS 110MM,TEE PVC SANITARIO GRIS 110X110MM
MAIPU,146522,146525,12,0.00024,0.3529,0.5,722.382,TUBO FUSION PPR 20MM X 3MT PN-16,COPLA SIMPLE FUSION PPR 20MM CCS
MAIPU,146491,146516,6,0.00012,0.3529,0.25,722.382,TERMINAL HE PRESION 20X1/2   UNID,TUBO CLASE 16 PRESION 20MM PARA CEMENTAR 3MT
RANCA,129954,74704,5,0.0001,0.25,0.2941,720.324,"TAPACANTO PVC AZUL ACERO 22X0,45MM RO 25 MT",MELAMINA AZUL ACERO 15MM 1.83 X 2.50 MASISA
TALCA,146532,146543,15,0.00038,0.4167,0.6522,719.964,CODO 90° FUSION PPR 20MM CCS,TEE FUSION PPR 20MM CCS
VALPA,139403,16414,6,0.00022,0.24,0.6667,716.667,SOPORTE BARRA REDONDO CAFE BOLSA 10 UN.,BARRA CLOSET PLASTICA 2MT.CAFE UNID
VESPU,137469,6738,6,0.00015,0.3,0.3529,715.624,TIRAFONDO  1/4 X 2.1/2 BOLSA 10 UN.,TARUGO PLASTICO 10MM 100 UNIDADES
SEREN,138895,145279,5,0.0001,0.3846,0.1852,714.672,MELAMINA ALASKA 18MM 1.83 X 2.50 VESTO,"TAPACANTO PVC ALASKA 22X0,4MM RO25MT"
MAIPU,146594,146629,8,0.00016,0.2759,0.4211,713.205,CURVA PVC SANITARIO GRIS 110MM,VEE PVC SANITARIO GRIS 110X110MM
RANCA,129459,140900,5,0.0001,0.1163,0.625,711.948,LLAVE GAS 1/2 ISO 228 - ISO 7,CODO SO HE BRONCE 1/2 GAS
MAIPU,146525,146532,8,0.00016,0.3333,0.3478,711.913,COPLA SIMPLE FUSION PPR 20MM CCS,CODO 90° FUSION PPR 20MM CCS
RANCA,142586,146564,7,0.00014,0.3043,0.3333,709.884,LLAVE DE PASO FUSION PPR 20 CCS,TERMINAL HE FUSION PPR  20X1/2 CCS
PMONT,100656,100658,8,0.00012,0.4211,0.2105,709.861,CODO 67.5º H - H (10) P25 MARRON,CODO 87.5º H - H (10) P25 MARRON
TALCA,79372,79813,5,0.00013,0.3571,0.25,709.679,COPLA BAJADA 80MM (10) P25 BLANCO,TAPA ACCESORIO UNIV P25 BLANCO
TALCA,146482,146491,5,0.00013,0.3571,0.25,709.679,TEE PRESION 20MM,TERMINAL HE PRESION 20X1/2   UNID
TALCA,132694,136570,8,0.0002,0.5714,0.25,709.679,"MELAMINA SAHARA NAT 18 X 1,83 X 2,50 MASISA","TAPACANTO PVC SAHARA 22X0,45MM RO 25MT"
SEREN,146482,146491,6,0.00012,0.3529,0.24,708.282,TEE PRESION 20MM,TERMINAL HE PRESION 20X1/2   UNID
SEREN,136538,138292,6,0.00012,0.24,0.3529,708.282,LIJA BANDA 4 X 24 G80 MAD-MET PACK3 KLINGSPOR,PERNO MARQUEZA 3/8 X 5 BOLSA 8 UN.
RANCA,146543,146544,6,0.00012,0.2308,0.375,706.471,TEE FUSION PPR 20MM CCS,TEE FUSION PPR 25MM CCS
VESPU,133071,152977,5,0.00012,0.1389,0.625,704.028,"MELAMINA VENEZIA 18MM 1,83 X 2,50 VESTO","TAPACANTO PVC VENEZIA 22X1,5MM RO50MT"
PMONT,125412,125413,10,0.00016,0.3846,0.2857,704.011,ANGULO INTERIOR  CANALETA 20 X 10 PACK 2UN,ANGULO PLANO  CANALETA 20 X 10 PACK 2UN
PMONT,152232,152234,6,9e-05,0.4286,0.1538,704.011,TIRADOR GRANERO REDONDO 300MM DUCASSE,KIT PARA PUERTA GRANERO DUCASSE
RANCA,3209,3217,9,0.00018,0.2727,0.4737,703.091,CODO PRESION 20 MM     UNID,COPLA PRESION 20 MM     UNID
TALCA,146562,146608,7,0.00018,0.1591,0.7778,702.51,CODO PVC SANITARIO GRIS 50MM,TEE PVC SANITARIO GRIS 110X50MM
TALCA,146532,146577,7,0.00018,0.1944,0.6364,702.51,CODO 90° FUSION PPR 20MM CCS,CODO 90 TRANS HE FUSION PPR 20X1/2 CCS
PMONT,146584,152469,7,0.00011,0.0986,0.7778,701.808,COPLA PVC SANITARIO GRIS 110MM,TUBO PVC ALCANTARILLADO GRIS 110 MM 3MT
MAIPU,146975,146977,9,0.00018,0.2571,0.5,701.743,DISCO LIJA VELCRO 125MM G180 PACK 10 HEMIC,DISCO LIJA VELCRO 125MM G320 PACK 10 HEMIC
TALCA,100637,100651,9,0.00023,0.6,0.2647,701.329,ABRAZADERA TUBO 80 (10) P25 BLANCO,TAPA CANALETA UNIV (10) P25 BLANCO
RANCA,142438,142441,6,0.00012,0.2857,0.3,699.743,COPLA PVC SANITARIO GRIS 110MM,CURVA PVC SANITARIO GRIS 110MM
RANCA,9544,98672,10,0.0002,0.5,0.2857,699.743,HEMBRA VOLANTE 10A 2P+T NEGRA HALUX,MACHO VOLANTE 10A 2P+T RECTO NEGRO HALUX
RANCA,146597,152647,6,0.00012,0.4,0.2143,699.743,CURVA PVC SANITARIO GRIS 75MM,TUBO PVC GRIS 75 MM X 3MTS
TALCA,142434,142456,6,0.00015,0.1935,0.5455,699.273,CODO PVC SANITARIO GRIS 110MM,TEE PVC SANITARIO GRIS 110X110MM
SEREN,100643,100644,6,0.00012,0.25,0.3333,696.806,CODO 67.5º H - H (10) P25 BLANCO,CODO 67.5º M - H (10) P25 BLANCO
SEREN,126526,79049,6,0.00012,0.25,0.3333,696.806,ASA CORRIDA MOD GATO ALUM 3MTS - TORNS - KUTZ,CORREDERA DUCASSE D-5032     (EX D-52)
SEREN,150155,150159,5,0.0001,0.1667,0.4167,696.806,TERMINAL CONECTOR RÁPIDO 1/2 -3/4  GARDTECH,CONECTOR RÁPIDO 3/4  CON AUTOSTOP GARDTECH
PMONT,142579,142596,13,0.0002,0.2826,0.5,696.359,CODO 90° FUSION PPR 20MM CCS,TERMINAL HE FUSION PPR  20X1/2 CCS
PMONT,142572,142576,7,0.00011,0.25,0.3043,696.359,CODO 90 TRANS HE FUSION PPR 20X1/2 CCS,CODO 90 TRANS HI FUSION PPR 20X1/2 CCS
TALCA,100663,100666,15,0.00038,0.3659,0.7143,692.369,GANCHO TRADICIONAL  P25 MARRON,TAPA ACCESORIO UNIV P25 MARRON
MAIPU,146584,146629,8,0.00016,0.2667,0.4211,689.432,COPLA PVC SANITARIO GRIS 110MM,VEE PVC SANITARIO GRIS 110X110MM
RANCA,146532,146543,19,0.00039,0.3654,0.7308,688.357,CODO 90° FUSION PPR 20MM CCS,TEE FUSION PPR 20MM CCS
TALCA,100653,79364,8,0.0002,0.381,0.3636,688.173,UNION CANALETA (10) P25 BLANCO,TUBO BAJADA D 80X3MT (3) P25 BLANCO
TALCA,146491,146644,9,0.00023,0.45,0.3462,687.842,TERMINAL HE PRESION 20X1/2   UNID,CODO PRESION 20 MM     UNID
TALCA,100654,100662,7,0.00018,0.1556,0.7778,686.899,BAJADA CEMENTAR (10) P25 MARRON,GANCHO INVISIBLE (50)  P25 MARRON
