cod_tienda,sku_a,sku_b,boletas,soporte,confianza_a_b,confianza_b_a,lift,desc_a,desc_b
CONCE,150155,150158,13,0.00014,0.3023,0.4333,919.291,TERMINAL CONECTOR RÁPIDO 1/2 -3/4  GARDTECH,CONECTOR RÁPIDO 1/2  CON AUTOSTOP GARDTECH
TALCA,92282,92283,11,0.00028,0.3929,0.6471,918.408,ABRAZADERA TUBO 80 (10) P25 MARRON,COPLA BAJADA 80 MM (10) P25 MARRON
HUECH,133305,133314,12,0.00013,0.3077,0.375,916.029,MDF FOLIA JUNQUILLO 1/4 RODON 18X18 OAK,"MDF FOLIA GUARDAPOLVO ROD 12MMX68MMX2,40MT OAK"
HUECH,133304,143084,7,7e-05,0.125,0.5385,916.029,MDF FOLIA JUNQUILLO 1/4 RODON 18X18 WINTER,"MDF FOLIO NARIZ GRADA  18X70MMX2,4MT NATURE WINTER"
HUECH,31029,33315,8,8e-05,0.5,0.1538,916.029,TEE SO (3) COBRE 1/2,CODO SO SO COBRE 1/2
TALCA,126301,22740,5,0.00013,0.1613,0.7143,915.714,GRAPA CALIBRE 18-30MM CAJA 5.000 UNIDADES,SELLADOR EXITO PASSOL LA
RENAC,125418,83276,7,9e-05,0.6364,0.1321,915.139,ANGULO INTERIOR  CANALETA 40 X 16  PACK 2UN,MOLDURA PVC  40 X 16 TIRA 2MT
PMONT,1002,890,8,0.00012,0.4706,0.2424,913.583,LACA SIPA MADERA 1/4GL,SELLADOR SIPA MADERA 1/4 GL
RANCA,142586,146570,6,0.00012,0.2609,0.4286,912.708,LLAVE DE PASO FUSION PPR 20 CCS,TERMINAL HI FUSION PPR 20X1/2 CCS
MAIPU,140900,9252,6,0.00012,0.3529,0.3158,912.483,CODO SO HE BRONCE 1/2 GAS,ABRAZADERA COBRE 1/2
PMONT,146480,146658,5,8e-05,0.3125,0.2273,910.014,TEE HI PRESION 20X1/2,NIPLE PRESION HE 1/2
RANCA,142576,142606,6,0.00012,0.3158,0.3529,909.882,CODO 90 TRANS HI FUSION PPR 20X1/2 CCS,TUBO FUSION PPR 20MM X 3MT PN-16
RANCA,142579,142591,6,0.00012,0.3158,0.3529,909.882,CODO 90° FUSION PPR 20MM CCS,TEE FUSION PPR 20MM CCS
HUECH,125417,83276,11,0.00012,0.9167,0.1146,909.668,ANGULO EXTERIOR  CANALETA 40 X 16  PACK 2UN,MOLDURA PVC  40 X 16 TIRA 2MT
HUECH,123699,8080,12,0.00013,0.3243,0.3529,908.747,CEMENTO LLAIMA BOLSA 10KG.,LADRILLO REFRACTARIO BASTON 23X 5X 2.5CM
RENAC,136502,137697,8,0.0001,0.3333,0.2857,907.357,SOLDADURA PLATA INDEPP 15% 2 BARRAS,FUNDENTE PLATA 50GR. INDEPP
HUECH,132694,152973,6,6e-05,0.1333,0.4286,907.305,"MELAMINA SAHARA NAT 18 X 1,83 X 2,50 MASISA","TAPACANTO PVC SAHARA 22X1,5MM RO50MT"
RANCA,146523,146526,9,0.00018,0.3333,0.5,907.074,TUBO FUSION PPR 25MM X 3MT PN-16,COPLA SIMPLE FUSION PPR 25MM CCS
RANCA,140883,140884,8,0.00016,0.2963,0.5,907.074,CODO SO SO BRONCE 1/2 GAS,TERMINAL SO HE BRONCE 1/2 GAS
HUECH,146651,146707,14,0.00015,0.2373,0.56,904.229,COPLA PRESION 32 MM UNID,UNION AMERICANA PRESION 32 MM UNID
PMONT,142583,142596,11,0.00017,0.3667,0.4231,903.481,COPLA SIMPLE FUSION PPR 20MM CCS,TERMINAL HE FUSION PPR  20X1/2 CCS
TALCA,136503,137697,7,0.00018,0.3182,0.5,903.227,SOLDADURA PLATA INDEPP 5% 2 BARRAS,FUNDENTE PLATA 50GR. INDEPP
TALCA,79364,79372,7,0.00018,0.3182,0.5,903.227,TUBO BAJADA D 80X3MT (3) P25 BLANCO,COPLA BAJADA 80MM (10) P25 BLANCO
HUECH,140616,140618,18,0.00019,0.4737,0.36,902.529,CURVA TUBO RIGIDO EMT 20MM,ABRAZADERA TUBO RIGIDO EMT 20MM
HUECH,149656,149657,5,5e-05,0.1136,0.4167,902.15,ASA REDONDA GRANDE MADERA PINO 70MM Ø X 16MM 2UND,ASA REDONDA MEDIANA MADERA PINO 60MM Ø X 16MM 2UND
HUECH,131017,70065,5,5e-05,0.2273,0.2083,902.15,"TAPACANTO PVC GRIS 22X0,45MM RO 25MT",MELAMINA GRIS 18MM 1.83 X 2.50 MASISA
RENAC,6894,6896,37,0.00049,0.6981,0.6271,901.844,BARRA COPPER  1/2 X 1.1/2 MT  (11MM),CONECTOR COPPER 1/2 BRONCE
PMONT,139682,139685,8,0.00012,0.8,0.1404,899.158,COPLA CONDUIT 20MM 10UN,CURVA CONDUIT 90º 20MM 10UN
HUECH,83960,83964,7,7e-05,0.5,0.1321,898.745,ANGULO EXTERIOR CANALETA 100 X 50,TAPA FINAL CANALETA 100 X 50
CONCE,139988,139989,18,0.0002,0.2857,0.6207,898.739,TIRADOR PLAST. PARTENON 96MM BLANCO BOLSA 10 UN.,TIRADOR PLAST. PARTENON 96MM CAFÉ BOLSA 10 UN.
MAIPU,3822,3824,12,0.00024,0.2927,0.75,898.573,CUBIERTA 60X60 AR,MARCO 60X60 AR
SEREN,2816,2820,7,0.00014,0.4118,0.3043,898.184,IGOL PRIMER SIKA 3 KG TARR,IGOL DENSO SIKA  3 KG      TARR
PMONT,89456,89457,5,8e-05,0.2381,0.2941,897.269,POLICARB ACANALADO TRANSP  0.7X2000MM PL,POLICARB ACANALADO TRANSP  0.7X2500MM PL
TALCA,137620,3200,6,0.00015,0.4286,0.3158,896.436,TUBO CLASE 16 PRESION 20MM PARA CEMENTAR 3MT,TEE PRESION 20MM
PMONT,140883,140902,6,9e-05,0.1818,0.4615,896.014,CODO SO SO BRONCE 1/2 GAS,TERMINAL SO HI BRONCE 1/2 GAS
SEREN,142436,142443,6,0.00012,0.2857,0.375,895.893,CODO PVC SANITARIO GRIS 50MM,CURVA PVC SANITARIO GRIS 50MM
MAIPU,146970,146971,9,0.00018,0.4737,0.3462,894.935,DISCO LIJA VELCRO 125MM G60 PACK 10 HEMIC,DISCO LIJA VELCRO 125MM G80 PACK 10 HEMIC
VESPU,115698,135935,6,0.00015,0.1765,0.75,894.529,MELAMINA ROBLE PROVENZAL 15MM 1.83 X 2.50 VESTO,"TAPACANTO PVC ROBLE PROVENZAL 22X0,4 MM RO 50 M"
HUECH,155290,95076,5,5e-05,0.3846,0.122,893.687,KIT PORTON NEW VELOTI SPEED 800 KG (REEMP 95075),CREMALLERA ACERO 1MT P/MOTOR 1200KG VELOTI
CONCE,19868,19869,34,0.00037,0.5484,0.6071,893.303,TAB. CANAL NORMAL 61X20X0.5X3.0MT,TAB. MONTANTE NORMAL 60X38X6X0.5X3.0MT
CONCE,146532,146543,27,0.0003,0.45,0.587,892.389,CODO 90° FUSION PPR 20MM CCS,TEE FUSION PPR 20MM CCS
RENAC,146513,146514,6,8e-05,0.3158,0.2222,891.439,"TUBO CLASE 12,5 PRESION 25MM PARA CEMENTAR 6MT",TUBO CLASE 16 PRESION 20MM PARA CEMENTAR 6MT
RANCA,134533,134534,5,0.0001,0.4545,0.2,890.582,"PUNTA ATORNILLAR HEX 25MM, 8 UNID PH2 BOSCH","PUNTA ATORNILLAR HEX 50MM, 8 UNID  PH2 BOSCH"
TALCA,100666,92283,8,0.0002,0.381,0.4706,890.577,TAPA ACCESORIO UNIV P25 MARRON,COPLA BAJADA 80 MM (10) P25 MARRON
PMONT,139474,139477,5,8e-05,0.2083,0.3333,889.792,CONECTOR CONICO 44 MEDIANO 10UN,CONECTOR CONICO 33 PEQUEÑO 10UN
PMONT,142591,142596,13,0.0002,0.3611,0.5,889.792,TEE FUSION PPR 20MM CCS,TERMINAL HE FUSION PPR  20X1/2 CCS
HUECH,125412,125416,9,9e-05,0.2143,0.3913,887.581,ANGULO INTERIOR  CANALETA 20 X 10 PACK 2UN,TAPA FINAL  CANALETA 20 X 10 PACK 2UN
RANCA,142434,152691,5,0.0001,0.2174,0.4167,887.355,CODO PVC SANITARIO GRIS 110MM,TUBO PVC DRENAJE 110 MM X6000MM NEGRO SC
TALCA,146594,146629,5,0.00013,0.1786,0.625,887.098,CURVA PVC SANITARIO GRIS 110MM,VEE PVC SANITARIO GRIS 110X110MM
CONCE,144346,144351,7,8e-05,0.5833,0.1167,886.881,TAPACANTO CUBIERTA FINTOP 10ML LUNA NUEVA44V,CUBIERTA FINTOP 366X62X3CM LUNA NUEVA44V R3
SEREN,25625,86577,7,0.00014,0.3889,0.3182,886.843,"AUTOMATICO MONOFASICO 16A LEXO 6KA ""C""",DIFERENCIAL 2X25A 30MA LEXO
HUECH,123844,137222,5,5e-05,0.1389,0.3333,882.102,TUERCA HEXAGONAL FERRO 3/8 100 UNIDADES,ESPARRAGO FIERRO NEGRO 3/8-16 X 1000MM     
HUECH,132618,132619,6,6e-05,0.25,0.2222,882.102,"MELAMINA ESPRESSO 15MM 1,83 X 2,50 VESTO","MELAMINA ESPRESSO 18MM 1,83 X 2,50 VESTO"
HUECH,146500,146648,5,5e-05,0.5556,0.0833,882.102,TERMINAL HI PRESION 50X1.1/2 UNID,CODO PRESION 50 MM UNID
CONCE,125412,125415,9,0.0001,0.25,0.3462,877.135,ANGULO INTERIOR  CANALETA 20 X 10 PACK 2UN,DERIVACION T  CANALETA 20 X 10 PACK 2UN
CONCE,100643,100645,5,5e-05,0.1923,0.25,877.135,CODO 67.5º H - H (10) P25 BLANCO,CODO 87.5º H - H (10) P25 BLANCO
HUECH,11571,4491,17,0.00018,0.2024,0.7727,876.374,TUERCA COCINA  1/4 HEXAGONAL 100 UNIDADES,PERNO COCHE 1/4 X 1.1/2 - 100UNDS
RENAC,140612,9276,5,7e-05,0.1724,0.3333,876.069,TERMINAL TUBO RIGIDO EMT 20MM,CAJA METAL 100X65X65
CONCE,126500,126551,23,0.00025,0.4894,0.451,875.305,BARRA CLOSET REDONDA CROMADA 3.0MT - KUTZ,SOPORTE BARRA METALICO REDONDO CROMADO - KUTZ
RANCA,120565,130981,5,0.0001,0.5,0.1786,874.679,MEL MDP ACACIA ARENA SW 18X1830X2500 MASISA,"TAPACANTO PVC ACACIA ARENA 22X0,45MM RO 25MT"
RANCA,150452,150454,12,0.00024,0.5714,0.375,874.679,ENGRAPADORA USO LIVIANO PROFESIONAL WOKIN,CORCHETE 1000 PIEZAS 0.7X8X11.3MM WOKIN
RENAC,140610,140618,14,0.00018,0.3784,0.4242,873.916,TUBO METÁLICO RÍGIDO EMT 20MM 3MT,ABRAZADERA TUBO RIGIDO EMT 20MM
RENAC,134560,134564,5,7e-05,0.2174,0.2632,872.059,DISCO LIJA P/MADERAS 125MM G60 PACK5 BOSCH,DISCO LIJA P/MADERAS 125MM G240 PACK5 BOSCH
RENAC,127905,127909,5,7e-05,0.2632,0.2174,872.059,RUEDA POLIURETANO TRANS. 75MM SIN FRENO 64KG,RUEDA POLIURETANO TRANS. 75MM CON FRENO 64KG
SEREN,79056,84225,13,0.00026,0.3824,0.5909,871.939,CORREDERA DUCASSE DN-80   SR,RIEL COLGANTE U 100 I 200 DUCASSE
TALCA,3200,3217,5,0.00013,0.2632,0.4167,871.535,TEE PRESION 20MM,COPLA PRESION 20 MM     UNID
HUECH,147679,147680,8,8e-05,0.2286,0.32,871.013,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM ROJO 25MT,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM VERDE 25MT
CONCE,133304,133313,5,5e-05,0.2381,0.2,868.781,MDF FOLIA JUNQUILLO 1/4 RODON 18X18 WINTER,"MDF FOLIA GUARDAPOLVO ROD 12MMX68MMX2,40MT  WINTER"
CONCE,126535,145302,5,5e-05,0.2381,0.2,868.781,MANILLA GOLA MEDIA C ALUMINIO  3MTS KUTZ,CONECTOR GOLA SAMBEAT SET KUTZ
RANCA,127904,127908,11,0.00022,0.4783,0.4074,867.636,RUEDA POLIURETANO TRANS. 50MM SIN FRENO 40KG,RUEDA POLIURETANO TRANS. 50MM CON FRENO 40KG KUTZ
PMONT,8135,8138,7,0.00011,0.1489,0.6364,867.418,SOLDADURA ESTANO INDEPP 50% CARRETE 1/2KG,PASTA SOLDAR  250 GR.
HUECH,120137,123844,17,0.00018,0.3269,0.4722,865.138,GOLILLA CORRIENTE 3/8 - 50 UNDS,TUERCA HEXAGONAL FERRO 3/8 100 UNIDADES
PMONT,15896,1849,9,0.00014,0.3913,0.3103,864.445,VIDRIO MASCARA SOLDAR NEGRO GRADO 11,VIDRIO BLANCO PARA MASCARA SOLDAR
MAIPU,130555,87616,6,0.00012,0.5455,0.1935,864.317,GOMA ESPONJA PARA SELLO ESTANQUE/TAZA FANALOZA,KIT PERNO CAUPOLICAN ESTANQUE-WC
TALCA,130997,138890,5,0.00013,0.2174,0.5,863.957,"TAPACANTO PVC SEDA NOTTE 22X0,45 RO 25MT",MELAMINA SEDA NOTTE 15MM 1.83 X 2.50 VESTO
HUECH,125414,125416,5,5e-05,0.2083,0.2174,862.926,COPLA PLANA  CANALETA 20 X 10 PACK 2UN,TAPA FINAL  CANALETA 20 X 10 PACK 2UN
HUECH,127904,127908,20,0.00021,0.4255,0.4255,862.535,RUEDA POLIURETANO TRANS. 50MM SIN FRENO 40KG,RUEDA POLIURETANO TRANS. 50MM CON FRENO 40KG KUTZ
PMONT,142586,142596,7,0.00011,0.35,0.2692,862.413,LLAVE DE PASO FUSION PPR 20 CCS,TERMINAL HE FUSION PPR  20X1/2 CCS
VALPA,149407,149583,6,0.00022,0.5455,0.3529,862.299,"MELAMINA TUAREG VV 15MM 1,83 X 2,50 VESTO","TAPACANTO PVC TUAREG 22X0,45MM RO 25 MT"
RENAC,125411,125412,10,0.00013,0.2941,0.3846,862.195,ANGULO EXTERIOR  CANALETA 20 X 10 PACK 2UN,ANGULO INTERIOR  CANALETA 20 X 10 PACK 2UN
VALPA,120565,130981,5,0.00019,0.3846,0.4167,861.378,MEL MDP ACACIA ARENA SW 18X1830X2500 MASISA,"TAPACANTO PVC ACACIA ARENA 22X0,45MM RO 25MT"
SEREN,123699,8082,6,0.00012,0.6,0.1714,860.057,CEMENTO LLAIMA BOLSA 10KG.,LADRILLO REFRACTARIO FACHADA 23X6.5X2.5CM
RANCA,139556,139565,5,0.0001,0.3333,0.2632,859.333,BROCA METAL COBALTO 10MM UND BOSCH,BROCA METAL COBALTO 6MM UND BOSCH
CONCE,125413,125416,10,0.00011,0.1408,0.6667,856.545,ANGULO PLANO  CANALETA 20 X 10 PACK 2UN,TAPA FINAL  CANALETA 20 X 10 PACK 2UN
PMONT,139424,139425,5,8e-05,0.2273,0.2941,856.484,TARUGO MADERA 10MM X 0.60 MT. EMPAQUE 10 UN.,TARUGO MADERA 12MM X 0.60 MT. EMPAQUE 10 UN.
MAIPU,120398,120870,19,0.00039,0.4872,0.6786,854.687,PEDESTAL LAVAMANOS CORONA ACUACER,TAZA WC A PISO 30 CM CORONA LAGUNA
MAIPU,140883,140884,10,0.0002,0.4,0.4348,854.296,CODO SO SO BRONCE 1/2 GAS,TERMINAL SO HE BRONCE 1/2 GAS
PMONT,151633,151635,5,8e-05,0.2,0.3333,854.2,CERR. MANILLA TUBULAR DORMITORIO INOX KUTZ,CERR. MANILLA TUBULAR BAÑO INOX KUTZ
CONCE,142434,142448,7,8e-05,0.1029,0.6364,853.682,CODO PVC SANITARIO GRIS 110MM,REDUCCION PVC SANITARIO GRIS 110X50MM
CONCE,146577,146581,7,8e-05,0.2059,0.3182,853.682,CODO 90 TRANS HE FUSION PPR 20X1/2 CCS,CODO 90 TRANS HI FUSION PPR 20X1/2 CCS
TALCA,100639,100641,6,0.00015,0.1714,0.75,851.614,BAJADA CEMENTAR (10) P25 BLANCO,CODO 45º H - H (10) P25 BLANCO
RANCA,3209,8398,12,0.00024,0.3636,0.5714,848.173,CODO PRESION 20 MM     UNID,TUBO CLASE 16 PRESION 20MM PARA CEMENTAR 6MT
RANCA,142591,142606,5,0.0001,0.2941,0.2941,847.439,TEE FUSION PPR 20MM CCS,TUBO FUSION PPR 20MM X 3MT PN-16
RENAC,100200,100266,33,0.00043,0.5,0.7333,846.867,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM ROJO 100MT,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM VERDE 100MT
RENAC,146483,146643,5,7e-05,0.1667,0.3333,846.867,TEE PRESION 25MM,CODO HI PRESION 25X3/4 UNID
RENAC,154920,154922,8,0.0001,0.3333,0.2667,846.867,DISCO LIJA VELCRO PINTURA G80 / 10 UNIDADES HEMIC,DISCO LIJA VELCRO PINTURA G120 / 10 UNIDADES HEMIC
TALCA,100657,93706,5,0.00013,1.0,0.1064,845.574,CODO 67.5º M - H (10) P25 MARRON,TUBO BAJADA D 80X3MT (3) P25 MARRON
RENAC,123699,8080,11,0.00014,0.3438,0.3548,845.159,CEMENTO LLAIMA BOLSA 10KG.,LADRILLO REFRACTARIO BASTON 23X 5X 2.5CM
VESPU,128661,136422,8,0.0002,0.5,0.3333,844.833,TAPACANTO MELASEK BLCO ALTO BRILLO 23X1MM  RO25 MT,MDF MELASEK ALTO BRILLO BLANCO 18X2800X1220MM
VESPU,6198,6204,5,0.00012,0.3333,0.3125,844.833,TAPAGORRO HE BRONCE 1/2,TAPAGORRO HI BRONCE 1/2
PMONT,125413,125415,6,9e-05,0.1714,0.4615,844.813,ANGULO PLANO  CANALETA 20 X 10 PACK 2UN,DERIVACION T  CANALETA 20 X 10 PACK 2UN
CONCE,134561,134564,5,5e-05,0.1667,0.2778,844.648,DISCO LIJA P/MADERAS 125MM G80 PACK5 BOSCH,DISCO LIJA P/MADERAS 125MM G240 PACK5 BOSCH
RANCA,139106,145032,10,0.0002,0.5,0.3448,844.517,MELAMINA GRIS HILADO V. 18MM 1.83 X 2.50,"TAPACANTO PVC GRIS HILADO 22X0,45MM RO 25MT"
CONCE,148117,148127,6,7e-05,0.5455,0.1017,843.347,MELAMINA COCOA PORO SINCRON 18MM 1.83 X 2.50 VESTO,"TAPACANTO PVC COCOA PORO SINCRON 22X0,45MM RO 25MT"
PMONT,13965,97825,9,0.00014,0.25,0.4737,842.961,RUEDA GOMA GIRATORIA ZINC C/PLACA.40MM UNID,RUEDA GOMA GIRATORIA ZINC C/PLACA Y FRENO 40MM
VALPA,125413,125415,5,0.00019,0.25,0.625,839.844,ANGULO PLANO  CANALETA 20 X 10 PACK 2UN,DERIVACION T  CANALETA 20 X 10 PACK 2UN
MAIPU,3209,3217,16,0.00033,0.4103,0.6667,839.692,CODO PRESION 20 MM     UNID,COPLA PRESION 20 MM     UNID
RENAC,25624,25625,14,0.00018,0.4516,0.3415,839.537,"AUTOMATICO MONOFASICO 10A LEXO 6KA ""C""","AUTOMATICO MONOFASICO 16A LEXO 6KA ""C"""
CONCE,142435,142483,5,5e-05,0.0735,0.625,838.438,CODO PVC SANITARIO GRIS 40MM,VEE PVC SANITARIO GRIS 40X40MM
RANCA,120398,120870,13,0.00027,0.325,0.6842,837.85,PEDESTAL LAVAMANOS CORONA ACUACER,TAZA WC A PISO 30 CM CORONA LAGUNA
CONCE,142429,142444,10,0.00011,0.303,0.303,837.668,COPLA PVC SANITARIO GRIS 75MM,CURVA PVC SANITARIO GRIS 75MM
MAIPU,146525,146543,9,0.00018,0.375,0.4091,837.307,COPLA SIMPLE FUSION PPR 20MM CCS,TEE FUSION PPR 20MM CCS
RANCA,146526,146533,8,0.00016,0.4444,0.3077,837.299,COPLA SIMPLE FUSION PPR 25MM CCS,CODO 90° FUSION PPR 25MM CCS
RANCA,146523,146533,12,0.00024,0.4444,0.4615,837.299,TUBO FUSION PPR 25MM X 3MT PN-16,CODO 90° FUSION PPR 25MM CCS
SEREN,142436,142440,7,0.00014,0.3333,0.35,836.167,CODO PVC SANITARIO GRIS 50MM,COPLA PVC SANITARIO GRIS 50MM
SEREN,134563,134564,7,0.00014,0.3333,0.35,836.167,DISCO LIJA P/MADERAS 125MM G180 PACK5 BOSCH,DISCO LIJA P/MADERAS 125MM G240 PACK5 BOSCH
MAIPU,71871,77007,5,0.0001,0.7143,0.119,835.408,AGLOMERADO ENCHA. ENCI/ENCI 15MM 2.40 X 1.50,AGLOM. ENCHA. ENCI/ENCI 18MM 2.40 X 1.50
CONCE,126535,126536,5,5e-05,0.2381,0.1923,835.366,MANILLA GOLA MEDIA C ALUMINIO  3MTS KUTZ,MANILLA GOLA SUPERIOR L ALUMINIO 3MTS KUTZ
CONCE,3200,3209,15,0.00016,0.3659,0.375,834.348,TEE PRESION 20MM,CODO PRESION 20 MM     UNID
PMONT,81500,97145,5,8e-05,0.4167,0.1562,834.18,POLICARB ALVEOLAR PERFIL H  4.0MM -6.0MM X 2.9 MT,POLICARBONATO ALVEOLAR 1.05X2.9X 4.0MM CLEAR
TALCA,83275,83964,6,0.00015,0.2727,0.4615,833.748,MOLDURA PVC 100 X 50 TIRA 2MT,TAPA FINAL CANALETA 100 X 50
TALCA,33315,9194,6,0.00015,0.2727,0.4615,833.748,CODO SO SO COBRE 1/2,COPLA SO SOCOBRE 1/2
PMONT,154734,154746,6,9e-05,0.1818,0.4286,832.013,"FUENTE  ALIMEN.SWITCHING PEQUEÑA 24V 108W 4,5A INT",CINTA COB 24V 10W/M BCO FRIO 1100LM/M 480LED/M 5M
PMONT,127904,127908,24,0.00037,0.6486,0.48,831.114,RUEDA POLIURETANO TRANS. 50MM SIN FRENO 40KG,RUEDA POLIURETANO TRANS. 50MM CON FRENO 40KG KUTZ
TALCA,100661,100663,6,0.00015,0.8571,0.1463,830.843,ESQUINERO EXT/INT P25 MARRON,GANCHO TRADICIONAL  P25 MARRON
SEREN,123687,140883,11,0.00022,0.5789,0.3143,829.88,CAÑERIA COBRE L 1/2 X 1.0 MT GAS,CODO SO SO BRONCE 1/2 GAS
RANCA,138893,145289,11,0.00022,0.44,0.4231,828.926,MELAMINA LINO CHIARO 18MM 1.83 X 2.50 VESTO,"TAPACANTO PVC LINO CHIARO 22X0,4MM RO25MT"
TALCA,100661,95255,7,0.00018,1.0,0.1458,827.958,ESQUINERO EXT/INT P25 MARRON,CANALETA LARGO 4 MT (10) P25 MARRON
TALCA,142436,152455,10,0.00025,0.3125,0.6667,827.958,CODO PVC SANITARIO GRIS 50MM,TUBO PVC ALCANTARILLADO GRIS  50 MM 6MT
TALCA,100646,79813,5,0.00013,0.4167,0.25,827.958,CODO 87.5º M - H (10) P25 BLANCO,TAPA ACCESORIO UNIV P25 BLANCO
TALCA,133073,136151,5,0.00013,0.25,0.4167,827.958,"MELAMINA TOKAI 18MM 1,83 X 2,50 VESTO","TAPACANTO PVC TOKAI 22X0,4 MM RO 100 M"
TALCA,142436,142440,6,0.00015,0.1875,0.6667,827.958,CODO PVC SANITARIO GRIS 50MM,COPLA PVC SANITARIO GRIS 50MM
MAIPU,140883,9252,8,0.00016,0.32,0.4211,827.318,CODO SO SO BRONCE 1/2 GAS,ABRAZADERA COBRE 1/2
RANCA,3209,3252,10,0.0002,0.303,0.5556,824.613,CODO PRESION 20 MM     UNID,TERMINAL HI PRESION 20X1/2 UNID
RANCA,146516,146644,5,0.0001,0.5556,0.1515,824.613,TUBO CLASE 16 PRESION 20MM PARA CEMENTAR 3MT,CODO PRESION 20 MM     UNID
RANCA,146533,146544,7,0.00014,0.2692,0.4375,824.216,CODO 90° FUSION PPR 25MM CCS,TEE FUSION PPR 25MM CCS
RENAC,140610,9276,6,8e-05,0.1622,0.4,823.978,TUBO METÁLICO RÍGIDO EMT 20MM 3MT,CAJA METAL 100X65X65
RENAC,25624,25626,5,7e-05,0.1613,0.3333,819.548,"AUTOMATICO MONOFASICO 10A LEXO 6KA ""C""","AUTOMATICO MONOFASICO 20A LEXO 6KA ""C"""
RANCA,129828,129829,15,0.00031,0.6522,0.3846,819.097,"LIJA BANDA 4 X  24""  G 60 MAD-MET PACK3 MAKITA","LIJA BANDA 4 X  24""  G 80 MAD-MET PACK3 MAKITA"
RANCA,142434,142456,5,0.0001,0.2174,0.3846,819.097,CODO PVC SANITARIO GRIS 110MM,TEE PVC SANITARIO GRIS 110X110MM
MAIPU,136503,140883,5,0.0001,0.4167,0.2,818.7,SOLDADURA PLATA INDEPP 5% 2 BARRAS,CODO SO SO BRONCE 1/2 GAS
TALCA,118139,132688,5,0.00013,0.1852,0.5556,817.737,"SIFON LAVAPLATOS DOS TAZAS 11/2"" LOA HOFFENS",KIT MUEBLE LAVAPLATOS 120 CM DERECHO CON REBALSE
RANCA,142436,152685,5,0.0001,0.25,0.3333,816.367,CODO PVC SANITARIO GRIS 50MM,TUBO PVC DRENAJE 50 MM X6000MM NEGRO SC
TALCA,3209,8398,8,0.0002,0.3077,0.5333,815.221,CODO PRESION 20 MM     UNID,TUBO CLASE 16 PRESION 20MM PARA CEMENTAR 6MT
VALPA,13965,97825,8,0.0003,0.3636,0.6667,814.394,RUEDA GOMA GIRATORIA ZINC C/PLACA.40MM UNID,RUEDA GOMA GIRATORIA ZINC C/PLACA Y FRENO 40MM
TALCA,79364,79813,9,0.00023,0.4091,0.45,812.905,TUBO BAJADA D 80X3MT (3) P25 BLANCO,TAPA ACCESORIO UNIV P25 BLANCO
PMONT,139988,139989,7,0.00011,0.2917,0.3043,812.418,TIRADOR PLAST. PARTENON 96MM BLANCO BOLSA 10 UN.,TIRADOR PLAST. PARTENON 96MM CAFÉ BOLSA 10 UN.
TALCA,128909,22740,5,0.00013,0.1429,0.7143,811.061,CORREDERA CAJON KHOR BLANCA SBP 350MM  25 SETS,SELLADOR EXITO PASSOL LA
TALCA,100640,33222,5,0.00013,0.102,1.0,811.061,CANALETA LARGO 4 MT (10) P25 BLANCO,ESQUINERO EXT/INT P25 BLANCO
VESPU,149402,153022,5,0.00012,0.2,0.5,811.04,"MELAMINA PINOT GRIS SW 18MM 1,83 X 2,50 VESTO","TAPACANTO PVC PINOT 22X1,5MM RO50MT"
RENAC,736,738,21,0.00028,0.84,0.2658,810.419,MASILLA MAGICA MARSON LIVIANA S/CATAL 700M,ENDURECEDOR MARSO CREMA 28GR
PMONT,142591,142606,5,8e-05,0.1389,0.4545,808.902,TEE FUSION PPR 20MM CCS,TUBO FUSION PPR 20MM X 3MT PN-16
PMONT,3441,3443,5,8e-05,0.1389,0.4545,808.902,INTERRUPTOR EMB SIMPLE 9/12 16A BLANCO SCHNEIDER,INTERRUPTOR EMB ESCALA 9/24 16A BLANCO SCHNEIDER
MAIPU,140889,9252,5,0.0001,0.3125,0.2632,807.928,TEE SO (3) BRONCE 1/2 GAS,ABRAZADERA COBRE 1/2
TALCA,146543,146581,7,0.00018,0.3043,0.4667,806.359,TEE FUSION PPR 20MM CCS,CODO 90 TRANS HI FUSION PPR 20X1/2 CCS
SEREN,146551,146610,9,0.00018,0.225,0.6429,806.304,CODO PVC SANITARIO GRIS 40MM,TEE PVC SANITARIO GRIS 40X40MM
VALPA,125411,125413,6,0.00022,0.6,0.3,806.25,ANGULO EXTERIOR  CANALETA 20 X 10 PACK 2UN,ANGULO PLANO  CANALETA 20 X 10 PACK 2UN
RANCA,144305,144763,5,0.0001,0.3125,0.2632,805.625,MELAMINA JAVA SW 15MM 1.83 X 2.50 VESTO,"TAPACANTO PVC JAVA SW 22X0,4MM RO25MT"
TALCA,3200,3209,10,0.00025,0.5263,0.3846,804.494,TEE PRESION 20MM,CODO PRESION 20 MM     UNID
PMONT,83297,87998,35,0.00055,0.7143,0.614,802.82,TAB. ESTRUCTURAL C 2X3X8X0.85X6MT 60X38,TAB. CANAL ESTRUCTURAL U 2X3X0.85X6MT 62X25
